polarity,subjectivity,clouds,dew_point,feels_like,humidity,pressure,temp,visibility,wind_deg,wind_speed,,,
0.25,0.25,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.464285714,0.571428571,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.125,0.125,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
-0.4,0.6,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.55,0.8,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
-0.3375,0.75,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.8,0.75,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.511111111,0.472222222,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
-0.6,0.5,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
-0.2,0.1,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.5,1,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
-0.3,0.4,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.3125,1,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.5,0.6,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.25,0.25,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
-0.1,0.1,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.291666667,0.758333333,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0.3125,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.2,0.5,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.5,0.6,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
-0.0625,0.75,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0.1,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.1875,0.375,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.125,1,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.15625,0.1,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
-0.025,0.425,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.3,0.1,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
-0.1375,0.318055556,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.136363636,0.454545455,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.127777778,0.433333333,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
-0.055555556,0.522222222,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
-0.7,0.666666667,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.65,0.65,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
-0.05,0.55,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.45,1,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0.125,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.25,0.75,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.444444444,0.611111111,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.4,0.7,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
-0.3,0.8,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.65,0.625,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.25,0.5,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
-0.25,0.35,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
-0.066666667,0.622222222,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,1,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
1,0.3,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.2,0.3,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0.75,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.5,0.6,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.033333333,0.433333333,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.25,0.333333333,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
-0.425,0.8125,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.25,0.35,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.4,0.5,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0.05,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
-0.1,0.1,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
5.55E-17,0.633333333,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0.5,0.5,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,75,14.71,15.38,94,1017,15.67,3000,110,2.57,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.4,0.5,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
-0.4,0.2,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
-0.25,0.95,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.3,0.75,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.9,1,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
1,0.3,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.35,0.65,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.7,0.6,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.05,0.6,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.5,0.6,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.033333333,0.766666667,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
-0.2,0.35,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
-0.8,0.9,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.416666667,0.583333333,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.077777778,0.288888889,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.1,0.2,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.5,1,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.1,0.1,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.2,0.9,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.164583333,0.547916667,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.5,0.625,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.423666667,0.624333333,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.285714286,0.535714286,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.4625,0.4,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.5,0.5,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.3,0.9,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.4,0.9,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.625,0.6,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.5,0.5,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.45,0.6,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.1,0.2,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.316666667,0.683333333,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.55,0.75,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.8,0.75,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.3,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
-0.071428571,0.214285714,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.328571429,0.411904762,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.1,1,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0.4,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.2,0.5,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.166666667,0.216666667,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
-0.295,0.78,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.8,0.75,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.15,0.6,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.5,1,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.6,0.7,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
-1,1,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.575,0.6625,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.3,0.575,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
1,1,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
-0.3,0.666666667,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.5,0.6,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.477777778,0.777777778,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0.333333333,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.65,1,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
-0.35,0.525,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.285714286,0.535714286,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.55,0.7,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.5,0.625,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
-0.3,0.9,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.25,0.333333333,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.6,0.9,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.25,0.666666667,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
-0.5,1,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
-0.1,0.070833333,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.212121212,0.444444444,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.1,1,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
-0.125,0.375,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.8,0.9,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.2,0.4,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
1,0.3,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.253333333,0.48,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,1,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.25,0.333333333,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.9,1,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.64,0.75,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.666666667,0.666666667,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
-0.2,0.55,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.5,0.6,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0.1,0.45,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
0,0,40,15.23,16.76,88,1016,17.23,800,100,3.09,,,
